,count,hate_speech,offensive_language,neither,class,tweet
22909,3,0,0,3,2,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx
3580,3,1,2,0,1,@ImSoLK 1v1 gun game pussy
20963,3,0,3,0,1,"""Remember when black girls out numbers in front of shit. """"I'm 9 hungry"""" """"You 7 stupid hoe"""""""
10905,3,0,3,0,1,I know a lot of using ass hoes that just want bread an wheels from nigga go grind bitch&#10071;
5600,3,2,0,1,0,"""@_westwest_yall @phampel WooHoo! New Black """"Kill Cracker babies"""" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"""
15694,3,0,3,0,1,"""RT @Gawker: Congressman's office admits """"Hell yeah Benihana up in this bitch"""" tweet was a mistake. http://t.co/LTzwuJC0Vs"""
15152,3,0,1,2,2,"""RT @CreepyScout: Bend over."
8169,3,0,3,0,1,Basic bitch no chill &#128514;
8152,3,0,3,0,1,Bad lil short fine bitch lil petite sumn
7876,3,0,3,0,1,All you hoes middle name isn't Nicole &#128530; The jig is up..
11315,3,0,0,3,2,I want some monkey bread &#128553;&#128588;
1710,3,0,3,0,1,&#8220;@_chelousmuch_: bitch im weakkk vic &#128514;&#128514;&#128514;&#8221;&#128514;&#128514;
14955,4,1,3,0,1,RT @Carxlito: &#8220;@tropicaldrew_: @TonyGetsBjs_ I know! It was that dana whore. If I get rid of them rn will you donate one to me&#8221; that bitch &#8230;
15534,3,0,3,0,1,"""RT @Feenohmenal: @NotoriousBeep fifty bucks says a dense cunt thinks I say totes on the """"reg"""" and unfollows b/c I said cheerleader. Countdo&#8230;"""
3280,3,3,0,0,0,@FreddyAmazin ratchet looking nigger
1508,3,0,3,0,1,&#8220;@RamzyJay: I try to keep all my bitches on lay away&#8221; same way I feel
6855,3,0,0,3,2,"""@mesmart029 Someone recently told me that a local yokel was going to """"use my twitter account to damage me"""" so... Yeah."""
24110,3,0,3,0,1,"""bitch I'm eating!!!!!! you are so blocked!!! RT @MayaAngelouFRO: STOP WHITE PEOPLE 2014 http://t.co/u7oXMK8nup"""""""
17217,3,0,3,0,1,RT @Oz_lito: @1stBlocJeremiah ctfu bitch talm bout I needs my respect
7013,3,0,3,0,1,@peighxo @baestation bitch got arms like piccolo
18279,3,0,0,3,2,RT @TweetTully: This is so great. Regular season ball is for the birds
8819,3,0,2,1,1,Cuz pussy's only pussy man i get it when i need it
6497,3,1,2,0,1,@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!
3967,3,0,3,0,1,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.
24940,3,0,0,3,2,smh RT @DailyMail: NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can http://t.co/aTkLOIqFZZ http://t.co/HVBhWjrKen
16035,3,0,0,3,2,RT @ItsFoodPorn: Oreo Ice Cream Sandwiches http://t.co/8ha6Xac0h5
3641,3,1,2,0,1,@JAYREIDOFFICIAL a nicca anxious to hear that shit my g
22060,3,0,3,0,1,The only time I screamed was when Tyrese tackled that hoe ass bitch #TheWalkingDead
21103,3,0,3,0,1,See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.
23642,3,0,2,1,1,"""Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: """"you have lips like kylie jenner"""""
10924,3,2,1,0,0,I knows y'all white folk only be playin wit me. I colored and I knows my place
12579,3,0,3,0,1,"""LA is the only place where you will see some of the baddest bitches in the world ..."
7310,3,0,3,0,1,@tGR0Z you's a nasty lil bitch
14825,3,0,0,3,2,RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;
5593,3,0,3,0,1,@_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here
20972,3,0,3,0,1,"""Rick is not a bitch."
12449,3,0,3,0,1,Just made that test my bitch
14272,3,0,3,0,1,Pumpkin spice Marlboro's for da hoes
9400,3,0,3,0,1,Follow a nicca on IG: im_hollywood_jay
9321,3,0,2,1,1,Fear no bitch
20074,3,0,3,0,1,"""RT @marylene58: """"@GoalieBill328: @sarobards @Julesofthesmile @NeliusPamela @PubliusScion yes she is ghetto bitch"""" http://t.co/jIxWXEXNIe"""
8405,3,0,3,0,1,Breezy gotta sleep this hoe
19985,3,0,3,0,1,RT @lilmenifee__: bitch you tweaking hoe tweaking hoe &#128129;
21561,3,1,2,0,1,Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.
22065,3,0,3,0,1,The power of Christ compels you to pop that pussy.
16052,3,0,3,0,1,RT @Its_NydiaMarie: Fuck your bitch make her call me Papi &#128586;&#128527;
12926,3,0,3,0,1,Lol niggas out here saving hoes &#128514;&#128514;
19345,6,0,6,0,1,RT @drphilDONTEhue: Real. &#8220;@heynessagirl: He eats your pussy until u nut. So why u can't return the favor&#8221;
22953,3,0,0,3,2,"""Was finna slit my eyebrows up in the shop but nahhhhhh."
18449,3,0,3,0,1,RT @WeavilynMONROE_: I heard big booty bitches can't take no &#127814;.
15640,3,0,1,2,2,RT @FunnyOGtweets: When rednecks fool around with the aux cord http://t.co/Tyzuro7qR5
16479,3,0,3,0,1,RT @LILBTHEBASEDGOD: I only eat gluton free pussy - Lil B
24979,3,0,3,0,1,stupid ass hoe
8167,3,0,0,3,2,Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.
6654,3,1,2,0,1,@kieffer_jason pussy nigga it's the same term
11288,3,0,0,3,2,I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch
15215,3,0,3,0,1,RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;
6464,3,1,2,0,1,@jordan536633 @heydenbunsyolo @bird_lovin shut yo cracker jack buck teeth ass Am a native and a nigga the best kind
4680,3,0,3,0,1,@Rik_FIair Pusha T and Ye gonna have to write the whole bitch
4350,3,0,0,3,2,"""@NYRKelsMads"
2241,3,0,3,0,1,1 good girl is worth 1000 hoes
14063,3,0,2,1,1,Oreos and ho hos put into milk...
16601,3,0,3,0,1,RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0
8706,3,0,2,1,1,Chocolate cake is so trash.
614,3,0,3,0,1,"""""""You ain't my bitch"""" is my favorite response to long texts"""
19397,3,0,3,0,1,RT @erykahrogers_: idc how cute you are that shit dont matter if you got a trash personality.
12427,3,0,3,0,1,Just cause you got a boyfriend now don't mean you still ain't a hoe. Now you're just a hoe with a boyfriend
18743,3,0,3,0,1,RT @_PrettyJade: I don't care about none of these bitches &#128524;
13654,3,1,2,0,1,Niggas cheat on they bitch and don't expect no pay back WHATSOEVER. Yall just as naive as these bitches.
2551,3,0,3,0,1,@AustinBurge44 pussy ass schedule
4980,6,1,4,1,1,@T_FLYE you got some more hoe
11413,3,1,2,0,1,I would def call Dwight a cradle robbing faggot if I were Kobe.
3592,3,0,3,0,1,@Im_Thirst I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.
10509,6,0,6,0,1,I don't love you hoes.
11107,3,0,3,0,1,I realized Tacal is a bitch
20629,3,0,3,0,1,RT @tianaroseee_: Mary Jane my only bitch
19314,3,0,3,0,1,RT @djevilone: stupid ignorant bitch &#8220;@SarahPalinUSA: Stopped by Chick-fil-A in The Woodlands to support a great business. http://t.co/6 ...
9649,3,0,3,0,1,Geno Smith &gt; Alex bitch Smith's trash overpaid ass
4137,3,1,2,0,1,@Mal_DaGladiator bitch fuck you get out my mentions malzeno!
19036,3,2,1,0,0,RT @bankheist: you're a retard @ShawnaCarr99
3299,3,1,0,2,2,@FunnyPicsDepot he's a greaser
23051,3,0,0,3,2,Went to an open house today &amp; the place was trash. Ewww
7229,3,1,0,2,2,"""@shrekkalove"
23207,3,0,3,0,1,When see u an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
12036,3,0,3,0,1,Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol
18748,6,0,6,0,1,RT @_ShePissGlitter: I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!
13790,3,0,3,0,1,Not true RT @_Kimchanel_: Every man has hoes #bye
10443,3,1,2,0,1,I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;
2544,3,1,2,0,1,@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts
6252,3,0,1,2,2,@heavensenttynae you kno I love stuffed clams bai
16761,3,0,3,0,1,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.
1055,3,0,3,0,1,&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC
8854,3,0,2,1,1,Damn Kaepernick is trash man
22579,3,2,1,0,0,This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol
13551,3,1,2,0,1,Never go full retard....
15756,3,0,3,0,1,RT @GuruJeremy: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&#8230;
22184,3,0,3,0,1,These bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean
7662,3,1,2,0,1,A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war
5200,6,0,6,0,1,@TrustNunBut100s aight bet we in that bitch too
17292,3,0,3,0,1,RT @Pinkypromise_12: Lmao these niggas act like lil bitches
16648,3,0,3,0,1,RT @LouieVRee: Just cause i liked a photo from 32 weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to
1375,3,1,2,0,1,"""&#8220;@JulianSantomaur: 5""""0 with 30 hoes on my dick #sweg&#8221; you have learned from the best"""
2777,3,0,3,0,1,@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?
22491,6,0,0,6,2,This car has two registration tags. Both yellow. One for 2014 &amp; one for 2005. Wth http://t.co/mdeD4a2soY
24247,3,0,2,1,1,dey selling liquor drinks in dis bitch too!! &#128514;&#128514;
21000,3,0,2,1,1,Rt &#8220;@oldirtyjesus: stop being a hoe sheesh &#8220;@_queenoni: I want 3 boys&#8221;&#8221;
13462,3,1,2,0,1,"""My reaction when a spoiled white kid says """"nigga"""" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW"""
22034,3,0,0,3,2,The jig
18923,3,0,3,0,1,"""RT @adrianalisett_: Zulema don't worry bitches only act bold when they have somebody to """"back"""" them up! It's cool tho I got you if anything!"""
11507,3,0,2,1,1,I'm a wigger
4041,3,0,3,0,1,@LilReese300 what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?
6917,3,0,3,0,1,@mrfoolycooly bitch ass scaring me! Lol you don't keep up with the new ones yet?
13958,3,0,1,2,2,On the secret Party mission! Live tweaking to mock FATPO.
11900,3,2,1,0,0,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!
20946,3,0,1,2,2,Really craving my arroz con pollo y habichuelas right now
15337,3,0,3,0,1,RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
17976,3,0,2,1,1,"""RT @TbhMoose: a girl tweeted """"you might be ghetto if u bring food from outside into the movies"""""
4772,3,0,3,0,1,@SammySkinner hey nig
3639,6,0,6,0,1,@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her
10571,3,0,3,0,1,I feel sorry fo niggas dat gtta make up shit to lie about. I would hate to have to think that fuckin much.#bitch
8663,3,0,0,3,2,"""Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http://t.co/NpbdPk0Cqz"
4837,3,0,0,3,2,@ShojoAIE a bright neon yellow gauntlet
16919,3,0,3,0,1,RT @Mr_buckets5: Lol Rahshauna has hoes
12007,3,0,3,0,1,Illist bitch alive
2087,3,0,3,0,1,"""' I hate a """" Guesss who just tried to talk to mee """" ass bitch &#1041190;&#9995;&#9996;&#65039;"""
21540,3,0,3,0,1,Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.
14490,3,1,2,0,1,RT @AllKnowA: We all know a bitch named Natalie
17761,3,0,1,2,2,RT @Solyybee_: Lmfao RT&#8220;@macktology101: Alco(ho)l&#8221;
359,3,0,3,0,1,"""""""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg"""""
5000,3,0,3,0,1,@Tcrawford20 he's trash
24728,3,1,2,0,1,my bitch stay my bitch so don't look she keep that pussy tucked
3717,3,1,2,0,1,@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch
20350,3,0,1,2,2,RT @renegadecut: Video: Renegade Cut: Snowpiercer &#8212; An analysis of Bong Joon-ho&#8217;s sci-fi action film. Topics include... http://t.co/YNT9zS0&#8230;
12164,3,2,1,0,0,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.
1556,3,0,2,1,1,&#8220;@SlimThickChicks: &#128525;&#128525;&#128525;&#128525; http://t.co/qMhkkQH8hg&#8221;kid in the yellow is rock hard
12003,3,0,3,0,1,Ik his bitch ass saw me mentioned his tall ass
2884,3,0,1,2,2,@ChaldeanCutie really? @RileyAintShit @KILLSheredon @CHILDISHCUDl are my nudes trash?
17749,3,0,0,3,2,RT @SneakerPics23: Oreo 6's http://t.co/Jx9DD9oahY
11903,3,0,3,0,1,"""If yo pussy good my """"Pullout"""" game weak!!"""
22822,3,0,3,0,1,U still fuck with your old bitch? &#8212; Disrespectful like shit http://t.co/CEYCDVZ4w5
22581,6,0,6,0,1,This nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone
19376,3,1,2,0,1,RT @elchavaloko: I can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2 himse&#8230;
21129,3,0,3,0,1,Senior privileges bitch
4332,3,2,1,0,0,"""@MyNameShouldBe only one problem theres a """"no pussies allowed"""" sorry @kerrythekilla..."""
5334,3,0,3,0,1,@WyattNuckels then learn to read bitch
12155,3,0,3,0,1,Is anything going down tonight besides my bitch
11093,3,0,3,0,1,I ont like that game wit that retarded ass bird &#128530;
2579,3,1,2,0,1,@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.
7899,3,0,3,0,1,Already scratched off mines RT @KingHorseDick: Paying for pussy still on my bucket list
25210,3,0,3,0,1,why lie tho&#8230;&#8230; we gon' find you bitches
9184,3,0,0,3,2,Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though
7910,6,0,6,0,1,Am I really going to sit here and cry like a bitch....
4817,3,1,2,0,1,@ShainaRakia doubt it cause a bitch aint nothing but a nigga downfall
25023,6,1,5,0,1,the jews gon be laughin at a nigga on Judgement Day when they see how ugly this bitch was
4419,3,0,0,3,2,@NotEvanLarkin @bbcollins32 birds of a feather flock together y'all &#128037;&#128035;
14170,3,0,3,0,1,Photo: My mains @riri22barbie @georgegia yessssss #ladykimora turntup. #vegas bitches &#128525;&#128525; http://t.co/QecHHKO42q
6680,3,0,0,3,2,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*
13946,3,2,1,0,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
9837,3,1,2,0,1,Grow up &#8220;@jcastrosieira: RT&#8220;@CirocBwoy_: just because a nigga has hoes doesn't mean he doesn't love you&#8221; http://t.co/kkdH6DtlFL&#8221;
16626,3,1,2,0,1,RT @LizzardJurado: @b10oreo YESSS it's that one! Ooze! This nigguh! &#128514;&#128514; http://t.co/7DBMDas6Om
698,3,0,3,0,1,#Cowboys are 6-1 bitches #Cowboysnation another great win Ilove this team
15734,3,0,1,2,2,RT @GossipCop: Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee: You&#8217;re A Rude &#8220;Idiot&#8221; With Bad Wig http://t.co/NChn9cRLCj
15926,3,0,3,0,1,RT @IExamineTitties: Too many bitches strictly rely on their looks. Can't bring nothing to the table but 100 likes and an iPhone &#128514;&#128514;
12251,3,0,3,0,1,It's hard getting a bitch from the hood to suck your dick on camera.She swear EVERYBODY knows her....And she hates the light.
22662,3,0,3,0,1,Time to go make the gym my bitch
5275,3,1,2,0,1,@WassupBeama lol bitch nigga ima get my gay homies on you
10472,3,0,3,0,1,I don't even play flappy bird anymore because fuck him
23433,3,0,3,0,1,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started
5037,3,1,0,2,2,@ThatChrisEckert Gobble de gook
8143,3,0,3,0,1,Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS
11171,3,0,3,0,1,I slam duunkk hoes cuz I can't lay up
3891,3,0,1,2,2,@KeiveeB yellow shirt hat turnt to da side
20340,3,0,3,0,1,RT @rebecca7054: &#8220;@CaitlinBartlett: yeah bitches http://t.co/2PP9RboHy4&#8221;
745,3,0,2,1,1,#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;
4170,3,0,3,0,1,@Matt_Schiffer @TCOBryce nah its bc I'm a bad bitch
3320,3,0,3,0,1,@GabrielaAngela4 @DeliaParedez @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar @rikki_lovee whatever Gabby! You hoe
6753,3,0,3,0,1,@lexxaye DP = Double Penetration aka a dick in the ass and a dick in the pussy at the same damn time.
14563,3,0,3,0,1,RT @AsaAkira: A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&#8230;
25236,3,0,3,0,1,x_x RT @LaDarinAintShit: Fat bitches with normal sized legs be looking like car keys.
10086,3,0,3,0,1,High then a hoe with bitch ass Benny
2982,3,0,3,0,1,@CsSalazar15 see bro pussy changes you &#128514;&#128514;&#128557;&#128527;&#128527;
22370,3,0,3,0,1,Thinking about trying to get pussy like.....@trestiffer http://t.co/08cQV2vCcx
19525,3,0,0,3,2,RT @ho3micide: Morgan Park kids like to pop fire crackers in the school now
6740,3,2,1,0,0,@lcxancilleri faggot
12487,3,0,3,0,1,"""Just yelled out """"Damn it reeks of weed in there.""""(really did) after this stoner fag didn't tip me while a cop was walking by."
2713,3,0,0,3,2,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke
1188,3,0,1,2,2,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca
9973,3,1,2,0,1,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in
22585,3,0,3,0,1,This niggah @wherzdaBUDD is a fool
